contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration_date
XOM241115C00060000,2024-11-13 20:34:46+00:00,60.0,61.9,60.15,62.55,0.0,0.0,13.0,0,5.792971508789062,True,REGULAR,USD,2024-11-15
XOM241115C00070000,2024-11-13 20:35:06+00:00,70.0,51.9,48.65,50.85,0.0,0.0,2.0,0,3.847656630859375,True,REGULAR,USD,2024-11-15
XOM241115C00075000,2024-11-13 20:54:32+00:00,75.0,46.6,43.6,45.85,0.0,0.0,3.0,0,3.41406396484375,True,REGULAR,USD,2024-11-15
XOM241115C00080000,2024-11-13 20:54:32+00:00,80.0,41.6,39.55,41.9,0.0,0.0,3.0,0,2.7304719238281248,True,REGULAR,USD,2024-11-15
XOM241115C00085000,2024-11-13 19:20:49+00:00,85.0,36.9,35.35,35.85,0.0,0.0,35.0,0,1.90625046875,True,REGULAR,USD,2024-11-15
XOM241115C00090000,2024-11-13 19:20:49+00:00,90.0,32.25,29.95,30.95,0.0,0.0,35.0,0,2.394535263671875,True,REGULAR,USD,2024-11-15
XOM241115C00095000,2024-11-14 15:00:35+00:00,95.0,26.65,25.15,25.85,-1.3000011,-4.651167,10.0,10,1.90234423828125,True,REGULAR,USD,2024-11-15
XOM241115C00100000,2024-11-14 19:22:35+00:00,100.0,20.6,19.95,20.8,-1.6499996,-7.415729,3.0,6,1.4980493847656249,True,REGULAR,USD,2024-11-15
XOM241115C00101000,2024-11-13 20:54:30+00:00,101.0,20.6,19.3,19.9,0.0,0.0,2.0,0,1.0312548437500002,True,REGULAR,USD,2024-11-15
XOM241115C00105000,2024-11-13 20:50:24+00:00,105.0,16.85,15.4,15.9,0.0,0.0,1923.0,19,0.9648441015625,True,REGULAR,USD,2024-11-15
XOM241115C00107000,2024-11-13 20:55:02+00:00,107.0,14.6,13.4,13.8,0.0,0.0,3.0,0,0.73437765625,True,REGULAR,USD,2024-11-15
XOM241115C00108000,2024-11-13 20:48:46+00:00,108.0,13.85,12.4,12.9,0.0,0.0,327.0,0,0.7949239257812499,True,REGULAR,USD,2024-11-15
XOM241115C00109000,2024-11-13 20:14:20+00:00,109.0,12.9,11.35,12.1,0.0,0.0,1.0,0,0.8378922460937499,True,REGULAR,USD,2024-11-15
XOM241115C00110000,2024-11-14 20:33:42+00:00,110.0,10.55,10.5,10.65,-0.97999954,-8.499562,30.0,11,0.6835969140625001,True,REGULAR,USD,2024-11-15
XOM241115C00111000,2024-11-13 20:48:46+00:00,111.0,10.85,9.35,9.9,0.0,0.0,145.0,0,0.585941640625,True,REGULAR,USD,2024-11-15
XOM241115C00112000,2024-11-13 20:48:46+00:00,112.0,9.85,8.4,8.95,0.0,0.0,284.0,0,0.6015664843750002,True,REGULAR,USD,2024-11-15
XOM241115C00113000,2024-11-13 20:50:29+00:00,113.0,8.3,7.55,7.7,0.0,0.0,960.0,0,0.56836369140625,True,REGULAR,USD,2024-11-15
XOM241115C00114000,2024-11-13 20:48:46+00:00,114.0,7.8,6.4,6.8,-0.049999714,-0.63693905,1.0,0,0.5820354296875,True,REGULAR,USD,2024-11-15
XOM241115C00115000,2024-11-14 20:23:29+00:00,115.0,5.59,5.5,5.8,-0.9499998,-14.525991,21.0,79,0.5136767382812499,True,REGULAR,USD,2024-11-15
XOM241115C00116000,2024-11-13 20:50:24+00:00,116.0,6.3,4.5,4.85,0.0,0.0,1935.0,2,0.471684970703125,True,REGULAR,USD,2024-11-15
